"","Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","filename","date","site","species","sppcode","FCnt","DCnt","Fo","Fm","Fo.","Fm.","Fs","Fv.Fm","Fv..Fm.","PhiPS2","Adark","RedAbs","BlueAbs","X.Blue","LeafAbs","PhiCO2","qP","qN","NPQ","ParIn.Fs","PS2.1","ETR","EBal?","Fo'","Fm'","Fv/Fm","Fv'/Fm'","%Blue","ParIn@Fs","PS2/1","fda","Trans","Tair_K","Twall_K","R(W/m2)","Tl-Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci/Ca","RHsfc","C2sfc","AHs/Cs","Fv","PARabs","Fv'","qP_Fo","qN_Fo"
"1473...2317",106,"14:39:51",5387,0,-0.321,0.0169,419,0.302,1.79,25.04,6,1.42,1,2.84,26.6,25.04,27.59,400.12,400.36,13.463,13.82,39.02,40.06,500.8,0,2,101.3,8.36,-0.0353,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3129",1,"15:41:03",288.5,0,22,0.61,314,6.01,1.11,24.89,3,2.08,1,4.16,26.57,24.89,27.59,399.49,384.87,16.838,20.369,48.62,58.81,499.8,1499,39,100.8,7.85,-0.2,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7102",2,"15:43:55",461.5,0,16.8,0.659,238,5.96,1.03,24.47,3,2.08,1,4.16,26.4,24.47,27.51,299.76,288.62,16.848,20.356,49.12,59.35,499.8,1499,52,100.8,7.96,-0.191,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",3,"15:46:49",635.5,0,10.2,0.627,161,6.23,1.12,25.11,3,2.08,1,4.16,26.67,25.11,27.25,200.23,193.36,16.958,20.623,48.68,59.2,499.8,1500,86,100.8,7.78,-0.196,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525...2321",4,"15:49:54",819.5,0,3.79,0.707,86,6.18,1,24.61,3,2.08,1,4.16,26.3,24.61,27.29,99.94,97.31,17.24,20.872,50.58,61.24,499.7,1500,62,100.8,7.49,-0.195,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932...2322",5,"15:52:21",966.5,0,-0.208,0.649,49.5,6.21,1.08,25.19,3,2.08,1,4.16,26.34,25.19,26.98,49.88,49.82,17.519,21.165,51.27,61.94,499.8,1499,54,100.8,7.23,-0.194,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324",6,"15:56:05",1190.5,0,21.1,0.668,323,6.04,1.03,25.06,3,2.08,1,4.16,25.93,25.06,25.96,399.97,385.93,17.927,21.474,53.74,64.37,499.7,1499,124,100.7,8,-0.201,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2532",7,"15:56:36",1222,0,21,0.677,323,5.78,0.974,24.78,3,2.08,1,4.16,25.63,24.78,25.73,399.13,385.18,18.073,21.468,55.15,65.51,499.7,1500,101,100.7,8.19,-0.193,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915",8,"16:00:17",1443.5,0,27.4,0.708,502,5.96,0.966,25.09,3,2.08,1,4.16,26.38,25.09,27.2,599.42,580.89,18.647,22.145,54.45,64.67,499.7,1499,140,100.7,7.27,-0.209,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3335",9,"16:04:01",1666.5,0,30.6,0.698,687,5.85,0.96,25.51,3,2.08,1,4.16,26.15,25.51,26.34,799.74,778.6,19.579,23.013,57.96,68.12,499.7,1500,261,100.8,6.29,-0.231,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3723",10,"16:07:49",1895.5,0,31.3,0.737,888,5.03,0.787,24.91,3,2.08,1,4.16,25.14,24.91,25.2,999.5,977.77,20.637,23.586,64.84,74.11,499.8,1499,258,100.7,4.67,-0.245,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4132",11,"16:13:04",2209.5,0,30.3,0.791,1390,4.53,0.668,24.46,3,2.08,1,4.16,24.87,24.46,25.27,1499.81,1477.57,21.266,23.923,67.92,76.4,499.7,1500,91,100.7,-2.3,-0.257,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4627",12,"16:16:08",2394.5,0,-2.72,0.481,406,3.51,0.798,24.96,3,2.08,1,4.16,26.14,24.96,26.56,400.12,400.91,21.509,23.567,63.7,69.8,499.7,1,119,100.8,7.61,-0.236,0,-0.22,2.74,1,0,0.16,111115,"20200707_coca_tail",2020-07-02,"F40","Conyza canadensis","cocan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3130",1,"13:31:36",123,0,7.68,0.105,261,1.49,1.45,25.04,6,1.42,1,2.84,26.1,25.04,27.09,400.09,390.17,15.478,17.24,45.88,51.1,499.8,1500,31,100.6,8.09,-0.112,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7103",2,"13:34:10",277,0,5.4,0.0909,190,1.31,1.46,25.02,6,1.42,1,2.84,25.96,25.02,26.89,300,293.06,15.635,17.177,46.72,51.33,499.8,1499,36,100.6,8.02,-0.108,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526",3,"13:36:43",431,0,3.29,0.0977,137,1.38,1.43,25.03,6,1.42,1,2.84,25.82,25.03,26.18,200.19,195.91,15.783,17.41,47.58,52.48,499.8,1499,44,100.6,7.89,-0.121,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933",4,"13:39:17",584,0,1.25,0.119,78.8,1.53,1.31,24.57,6,1.42,1,2.84,25.42,24.57,26.27,99.68,98.01,15.946,17.752,49.22,54.79,499.8,1499,47,100.6,7.59,-0.127,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2325",5,"13:41:55",742,0,-0.157,0.144,50.7,1.83,1.31,24.88,6,1.42,1,2.84,25.57,24.88,26.26,49.89,49.97,16.23,18.386,49.64,56.23,499.8,1499,50,100.6,7.39,-0.14,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131",6,"13:46:10",997,0,8.64,0.195,306,2.32,1.25,24.98,6,1.42,1,2.84,25.94,24.98,26.32,399.93,388.47,16.417,19.154,49.12,57.31,499.8,1499,39,100.6,8.01,-0.166,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3336",7,"13:46:43",1031,0,8.57,0.195,307,2.22,1.19,24.66,6,1.42,1,2.84,25.1,24.66,25.22,399.9,388.58,16.498,19.109,51.9,60.11,499.8,1499,37,100.6,8.17,-0.157,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3724",8,"13:49:46",1214,0,10.7,0.219,492,2.37,1.14,24.5,6,1.42,1,2.84,25.5,24.5,26.31,599.97,585.41,16.524,19.312,50.76,59.33,499.8,1499,23,100.6,7.28,-0.161,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4236",9,"13:55:05",1533,0,11,0.155,650,1.92,1.28,24.97,6,1.42,1,2.84,26.13,24.97,27.09,799.22,784.17,16.548,18.815,48.96,55.67,499.8,1500,13,100.6,5.15,-0.135,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4628",10,"13:58:37",1745,0,11.2,0.1,781,1.33,1.35,24.86,6,1.42,1,2.84,26.16,24.86,27.24,999.9,984.87,16.339,17.908,48.26,52.89,499.8,1500,10,100.6,2.7,-0.112,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5017",11,"14:02:13",1960,0,11,0.0638,1170,0.911,1.43,24.94,6,1.42,1,2.84,26.09,24.94,27.11,1499.84,1485.01,16.174,17.249,47.98,51.17,499.8,1500,12,100.6,-4.07,-0.102,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5723",12,"14:07:52",2297.5,0,-1.26,0.0381,444,0.556,1.45,24.72,6,1.42,1,2.84,27.21,24.72,28.76,399.78,401.02,15.962,16.618,44.32,46.14,499.8,0,16,100.6,7.17,-0.0845,0,-0.22,2.74,1,0,0.16,111115,"20200707_eran_avel",2020-07-02,"F4","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106",1,"09:59:59",367.5,0,10.8,0.351,325,4.26,1.33,24.99,5.5,1.53,1,3.06,25.54,24.99,25.99,400.17,386.53,13.819,18.41,42.32,56.38,500.6,1501,174,100.6,8.82,-0.21,1,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3132",2,"10:00:06",374,0,10.8,0.348,324,4.24,1.33,25.01,5.5,1.53,1,3.06,25.54,25.01,25.99,399.96,386.29,13.846,18.418,42.4,56.4,500.6,1501,174,100.6,8.82,-0.21,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4133",3,"10:00:09",377.5,0,10.7,0.348,325,4.23,1.33,25.01,5.5,1.53,1,3.06,25.54,25.01,26,399.87,386.32,13.861,18.423,42.45,56.42,500.6,1501,174,100.6,8.82,-0.21,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5109",4,"10:00:12",381,0,10.9,0.346,323,4.22,1.33,25.03,5.5,1.53,1,3.06,25.55,25.03,26,400.08,386.28,13.876,18.427,42.48,56.41,500.6,1500,173,100.6,8.82,-0.21,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6125",5,"10:00:16",384,0,10.8,0.345,324,4.22,1.33,25.04,5.5,1.53,1,3.06,25.55,25.04,26,400.01,386.38,13.89,18.439,42.51,56.43,500.6,1500,173,100.6,8.82,-0.21,1,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957",6,"10:02:55",544,0,8.26,0.309,238,3.77,1.32,25.13,5.5,1.53,1,3.06,25.59,25.13,25.99,300.21,289.93,14.668,18.737,44.81,57.24,500.6,1499,176,100.6,8.9,-0.201,1,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048...2348",7,"10:03:01",550,0,8.17,0.311,239,3.8,1.32,25.15,5.5,1.53,1,3.06,25.59,25.15,25.99,300.32,290.12,14.688,18.784,44.86,57.37,500.6,1499,176,100.6,8.9,-0.201,1,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137",8,"10:03:06",555.5,0,7.97,0.312,240,3.8,1.32,25.15,5.5,1.53,1,3.06,25.58,25.15,25.99,300.09,290.12,14.705,18.803,44.92,57.44,500.6,1499,176,100.6,8.9,-0.201,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247",9,"10:03:18",567,0,7.86,0.31,240,3.78,1.32,25.17,5.5,1.53,1,3.06,25.58,25.17,25.96,299.64,289.79,14.755,18.835,45.08,57.54,500.6,1499,176,100.6,8.9,-0.201,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337",10,"10:03:23",572,0,7.89,0.31,240,3.78,1.31,25.16,5.5,1.53,1,3.06,25.56,25.16,25.81,299.6,289.72,14.772,18.843,45.18,57.63,500.7,1499,176,100.6,8.9,-0.201,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626...2352",11,"10:06:50",778.5,0,5.13,0.319,162,3.6,1.22,25.05,5.5,1.53,1,3.06,25.24,25.05,25.44,199.67,193.28,15.677,19.56,48.88,60.99,500.6,1501,178,100.6,8.62,-0.198,1,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728",12,"10:06:54",783,0,5.21,0.319,161,3.6,1.22,25.06,5.5,1.53,1,3.06,25.24,25.06,25.44,199.68,193.19,15.693,19.574,48.94,61.04,500.5,1501,178,100.6,8.62,-0.198,1,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",13,"10:07:03",792,0,5.28,0.32,161,3.6,1.22,25.04,5.5,1.53,1,3.06,25.24,25.04,25.44,199.84,193.28,15.723,19.598,49.03,61.11,500.6,1501,178,100.6,8.62,-0.198,1,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",14,"10:07:11",799.5,0,5.42,0.32,160,3.59,1.22,25.05,5.5,1.53,1,3.06,25.23,25.05,25.44,200.15,193.44,15.751,19.62,49.13,61.2,500.6,1499,178,100.6,8.62,-0.198,1,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029",15,"10:07:17",805.5,0,5.31,0.321,161,3.6,1.21,25.05,5.5,1.53,1,3.06,25.24,25.05,25.45,200.27,193.67,15.771,19.644,49.17,61.25,500.6,1499,179,100.6,8.62,-0.198,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_eran_pier",2020-07-07,"F29","Erigeron annuus","erann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
