"","Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","filename","date","site","species","sppcode","FCnt","DCnt","Fo","Fm","Fo.","Fm.","Fs","Fv.Fm","Fv..Fm.","PhiPS2","Adark","RedAbs","BlueAbs","X.Blue","LeafAbs","PhiCO2","qP","qN","NPQ","ParIn.Fs","PS2.1","ETR","EBal?","Fo'","Fm'","Fv/Fm","Fv'/Fm'","%Blue","ParIn@Fs","PS2/1","fda","Trans","Tair_K","Twall_K","R(W/m2)","Tl-Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci/Ca","RHsfc","C2sfc","AHs/Cs","Fv","PARabs","Fv'","qP_Fo","qN_Fo"
"9411",67,"14:17:56",4072,0,5.12,0.0499,218,0.854,1.72,25.01,6,1.42,1,2.84,25.64,25.01,26.31,399.87,393.32,13.388,14.396,41.07,44.17,500.6,1300,3,101.4,8.47,-0.0528,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956",68,"14:17:58",4074,0,5.13,0.0503,219,0.857,1.72,24.99,6,1.42,1,2.84,25.64,24.99,26.3,399.92,393.36,13.386,14.398,41.08,44.18,500.7,1300,3,101.4,8.47,-0.0528,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968",69,"14:18:01",4076.5,0,5.19,0.0506,218,0.861,1.72,24.99,6,1.42,1,2.84,25.64,24.99,26.31,399.99,393.37,13.388,14.405,41.09,44.21,500.6,1300,3,101.4,8.47,-0.0528,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977...2281",70,"14:18:03",4078.5,0,5.16,0.0506,219,0.864,1.72,25.02,6,1.42,1,2.84,25.65,25.02,26.3,400,393.42,13.389,14.409,41.07,44.2,500.6,1300,3,101.4,8.47,-0.0528,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006",71,"14:22:09",4325,0,5.36,0.054,224,0.905,1.69,24.9,6,1.42,1,2.84,26.01,24.9,26.73,399.89,393.05,13.449,14.517,40.37,43.58,500.6,500,3,101.4,8.47,-0.0567,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10114",72,"14:22:14",4330.5,0,5.34,0.0538,223,0.902,1.69,24.9,6,1.42,1,2.84,26,24.9,26.74,399.91,393.08,13.451,14.516,40.41,43.61,500.6,500,3,101.4,8.47,-0.0567,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10213",73,"14:22:18",4334.5,0,5.33,0.054,224,0.903,1.69,24.89,6,1.42,1,2.84,25.99,24.89,26.73,399.84,393.03,13.45,14.517,40.44,43.64,500.6,500,3,101.4,8.47,-0.0567,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10311",74,"14:22:22",4338,0,5.38,0.0542,223,0.904,1.68,24.87,6,1.42,1,2.84,25.99,24.87,26.72,399.89,393.02,13.45,14.517,40.43,43.64,500.6,500,4,101.4,8.47,-0.0567,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047...2286",75,"14:22:27",4343,0,5.41,0.0539,222,0.901,1.69,24.88,6,1.42,1,2.84,25.99,24.88,26.73,399.85,392.95,13.452,14.516,40.43,43.63,500.6,500,4,101.4,8.47,-0.0567,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075...2287",76,"14:24:53",4489,0,4.69,0.0519,238,0.872,1.69,24.9,6,1.42,1,2.84,26.35,24.9,27.28,399.43,393.4,13.459,14.488,39.61,42.64,500.6,300,4,101.4,8.42,-0.0527,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085...2288",77,"14:24:57",4492,0,4.76,0.0518,235,0.868,1.69,24.89,6,1.42,1,2.84,26.35,24.89,27.28,399.44,393.33,13.46,14.485,39.59,42.61,500.6,300,4,101.4,8.42,-0.0527,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093...2289",78,"14:25:03",4498,0,4.86,0.0519,233,0.87,1.69,24.89,6,1.42,1,2.84,26.36,24.89,27.29,399.54,393.31,13.46,14.488,39.59,42.61,500.6,300,4,101.4,8.42,-0.0527,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",79,"14:25:11",4507,0,4.89,0.0516,231,0.868,1.7,24.92,6,1.42,1,2.84,26.37,24.92,27.28,399.92,393.65,13.461,14.486,39.56,42.57,500.6,300,4,101.4,8.42,-0.0527,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11112",80,"14:25:16",4511.5,0,4.87,0.0515,231,0.866,1.7,24.93,6,1.42,1,2.84,26.38,24.93,27.28,399.87,393.63,13.461,14.484,39.53,42.54,500.7,300,4,101.4,8.42,-0.0527,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145...2292",81,"14:29:01",4737,0,3.92,0.0435,240,0.729,1.68,24.79,6,1.42,1,2.84,25.71,24.79,26.43,399.95,394.9,13.52,14.381,41.32,43.95,500.6,201,4,101.4,8.56,-0.0491,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154...2293",82,"14:29:05",4740.5,0,3.97,0.0435,238,0.724,1.67,24.74,6,1.42,1,2.84,25.73,24.74,26.39,399.94,394.84,13.52,14.376,41.28,43.89,500.6,200,5,101.4,8.56,-0.0491,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164...2294",83,"14:29:08",4743.5,0,3.91,0.0433,240,0.721,1.67,24.74,6,1.42,1,2.84,25.74,24.74,26.38,399.98,394.95,13.521,14.372,41.25,43.85,500.6,201,4,101.4,8.56,-0.0491,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174...2295",84,"14:29:11",4747,0,3.99,0.0431,236,0.717,1.67,24.73,6,1.42,1,2.84,25.74,24.73,26.38,399.98,394.86,13.523,14.371,41.25,43.84,500.7,200,4,101.4,8.56,-0.0491,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184...2296",85,"14:29:14",4750,0,3.86,0.0428,240,0.713,1.67,24.74,6,1.42,1,2.84,25.74,24.74,26.38,399.87,394.92,13.524,14.366,41.26,43.82,500.6,201,5,101.4,8.56,-0.0491,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12112",86,"14:31:55",4911,0,2.76,0.0376,269,0.607,1.62,24.39,6,1.42,1,2.84,25.84,24.39,26.67,399.75,396.16,13.538,14.255,41.06,43.23,500.7,102,3,101.4,8.38,-0.0485,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12213",87,"14:31:59",4915,0,2.88,0.0369,261,0.606,1.65,24.53,6,1.42,1,2.84,25.9,24.53,26.98,399.84,396.11,13.54,14.257,40.92,43.08,500.6,101,2,101.4,8.38,-0.0485,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12311",88,"14:32:03",4918.5,0,2.79,0.0363,263,0.605,1.67,24.67,6,1.42,1,2.84,25.96,24.67,27.03,399.91,396.28,13.543,14.257,40.78,42.94,500.5,101,2,101.4,8.38,-0.0485,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246",89,"14:32:06",4922,0,2.63,0.0358,268,0.608,1.71,24.85,6,1.42,1,2.84,26,24.85,26.96,399.79,396.35,13.544,14.262,40.68,42.84,500.7,101,2,101.4,8.38,-0.0485,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254...2301",90,"14:32:11",4926.5,0,2.68,0.036,267,0.613,1.71,24.86,6,1.42,1,2.84,26.02,24.86,26.9,399.9,396.39,13.54,14.265,40.62,42.79,500.7,101,2,101.4,8.38,-0.0485,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",91,"14:34:21",5057,0,1.39,0.0296,312,0.508,1.72,24.85,6,1.42,1,2.84,25.96,24.85,26.73,399.77,397.86,13.527,14.127,40.74,42.54,500.5,50,2,101.4,8.39,-0.0469,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294...2303",92,"14:34:25",5061,0,1.38,0.0289,311,0.501,1.73,24.91,6,1.42,1,2.84,25.96,24.91,26.7,399.85,397.96,13.528,14.12,40.74,42.52,500.6,50,2,101.4,8.39,-0.0469,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304...2304",93,"14:34:28",5064.5,0,1.28,0.0291,317,0.504,1.73,24.92,6,1.42,1,2.84,25.94,24.92,26.56,399.83,398.05,13.525,14.12,40.76,42.55,500.7,50,2,101.4,8.39,-0.0469,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13113",94,"14:34:32",5067.5,0,1.32,0.0289,315,0.499,1.73,24.88,6,1.42,1,2.84,25.93,24.88,26.47,399.94,398.13,13.524,14.114,40.79,42.57,500.6,50,2,101.4,8.39,-0.0469,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13212",95,"14:34:35",5071.5,0,1.35,0.0289,313,0.492,1.7,24.75,6,1.42,1,2.84,25.87,24.75,26.46,399.9,398.05,13.525,14.106,40.93,42.69,500.6,50,2,101.4,8.39,-0.0469,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354...2307",96,"14:36:52",5208,0,0.329,0.023,366,0.4,1.74,24.86,6,1.42,1,2.84,26.28,24.86,27.16,400.1,399.52,13.51,13.983,39.92,41.32,500.8,19,2,101.4,8.31,-0.0421,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365",97,"14:36:55",5211,0,0.458,0.0229,357,0.394,1.71,24.74,6,1.42,1,2.84,26.26,24.74,27.16,400.25,399.51,13.51,13.975,39.96,41.33,500.7,19,2,101.4,8.31,-0.0421,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375...2309",98,"14:36:58",5214,0,0.473,0.0233,357,0.394,1.69,24.59,6,1.42,1,2.84,26.28,24.59,27.26,400.23,399.48,13.509,13.974,39.92,41.29,500.6,19,2,101.4,8.31,-0.0421,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384...2310",99,"14:37:01",5217,0,0.587,0.0228,348,0.39,1.71,24.7,6,1.42,1,2.84,26.3,24.7,27.45,400.27,399.38,13.511,13.972,39.88,41.24,500.8,19,2,101.4,8.31,-0.0421,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393...2311",100,"14:37:05",5220.5,0,0.566,0.0223,348,0.387,1.73,24.81,6,1.42,1,2.84,26.34,24.81,27.54,400.33,399.46,13.51,13.967,39.78,41.13,500.6,19,2,101.4,8.31,-0.0421,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403...2312",101,"14:37:05",5221,0,0.556,0.0223,349,0.386,1.73,24.82,6,1.42,1,2.84,26.34,24.82,27.54,400.34,399.49,13.51,13.966,39.77,41.11,500.6,19,2,101.4,8.31,-0.0421,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434...2313",102,"14:39:39",5374.5,0,-0.375,0.0174,423,0.311,1.79,25.05,6,1.42,1,2.84,26.6,25.05,27.59,400.07,400.37,13.468,13.836,39.05,40.12,500.6,0,2,101.3,8.36,-0.0353,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444...2314",103,"14:39:42",5378,0,-0.443,0.0171,430,0.307,1.79,25.04,6,1.42,1,2.84,26.6,25.04,27.59,399.95,400.33,13.467,13.83,39.04,40.09,500.8,0,2,101.4,8.36,-0.0353,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454...2315",104,"14:39:45",5381,0,-0.354,0.0172,422,0.307,1.78,25.02,6,1.42,1,2.84,26.6,25.02,27.59,400.05,400.32,13.465,13.828,39.04,40.09,500.7,0,2,101.3,8.36,-0.0353,0.7,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464...2316",105,"14:39:48",5383.5,0,-0.35,0.0171,422,0.305,1.78,25.02,6,1.42,1,2.84,26.59,25.02,27.59,400.09,400.36,13.465,13.825,39.05,40.09,500.5,0,2,101.3,8.36,-0.0353,1,-0.22,2.74,1,0,0.16,111115,"20200707_acps_vimo",2020-07-07,"F42","Acer pseudoplatanus","acpse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
